順位,名前,動画,BB,レス,pixiv,検索,前回,得点
63,激ハメ爺ちゃん,217,111,212,6,15300,59(-4),344
64,OOESNR,209,20,253,4,3010,64(±0),343
65,ホモコップ,274,27,101,13,4920,58(-7),342
66,左慈半造,44,0,81,1,251000,New!!,337
67,クルルァ,156,20,203,56,12600,56(-11),326
68,関東チャラ男,172,68,195,49,4860,63(-5),323
69,山崎まさゆき,148,7,311,11,6770,62(-7),321
70,軍畑先輩,140,15,270,19,12800,70(±0),307
71,ケツデカ課長,140,12,239,33,8380,65(-6),301
72,KN(淫夢),226,16,135,2,4260,61(-11),300
73,超人サイバーZ,147,21,176,57,5400,67(-6),297
74,TKGW,147,15,257,16,2790,74(±0),294
75,真崎航,23,1,23,39,217000,139(+64),291
76,こぐま部長,168,21,235,3,1740,132(+56),290
77,たると(淫夢),24,1,508,2,7020,69(-8),287
78,閉廷おじさん,95,6,295,15,12200,75(-3),270
79,ポルターガイストくん,76,5,339,10,14100,82(+3),270
80,手越祐也(淫夢),165,4,199,1,2330,117(+37),268
81,OGMM,107,18,281,16,3110,73(-8),267
82,観葉植物くん,119,6,113,72,18800,76(-6),266
83,GTさん,212,8,94,5,1600,68(-15),266
84,EMT(淫夢),82,4,122,4,117000,103(+19),264
85,敏感ふとまら君,103,11,282,10,3820,77(-8),258
86,まひろ(淫夢),106,10,255,4,20200,81(-5),258
87,HRNR(淫夢),228,45,49,0,769,92(+5),253
88,KMRスタッフ,244,3,8,0,1980,72(-16),250
89,テロップくん,188,38,88,13,1840,66(-23),247
90,野獣父,149,11,152,13,8370,85(-5),246
91,うま味紳士,74,4,169,78,8320,80(-11),245
92,赤城武雄,156,6,24,69,5010,86(-6),242
93,SGCN(淫夢),36,3,406,2,871,84(-9),242
94,ポイテーロ,93,9,228,24,4170,96(+2),235
95,北浦京子,52,4,340,11,1130,79(-16),234
96,糸引きおじさん,121,14,159,4,19400,102(+6),224
97,一転攻勢(シャブラサレータ),101,10,149,22,17700,97(±0),215
98,昭和天皇(淫夢),107,14,209,1,1780,94(-4),214
99,顔が変な人,88,26,219,4,7440,95(-4),209
100,SGW,141,14,66,29,5110,83(-17),208
101,椅子くん,152,3,41,0,34400,208(+107),207
102,Discovery10で野獣に掘られたやつ(淫夢),99,23,214,0,564,98(-4),207
103,肉丸,101,25,175,8,7240,87(-16),204
104,POPO,107,11,177,2,5630,71(-33),203
105,健介,187,4,8,1,10300,78(-27),202
106,変態郵便屋,170,3,29,6,6920,150(+44),197
107,だいちくん,161,14,59,2,4190,93(-14),197
108,コブラ三木谷,126,18,112,8,4820,101(-7),195
109,NSOK,114,23,115,15,5850,90(-19),192
110,森林原人,39,1,28,0,139000,172(+62),192
111,植木鉢くん,147,6,65,6,3620,91(-20),189
112,山本竜二,12,0,2,0,165000,306(+194),178
113,DRVS,89,21,104,23,5420,105(-8),169
114,豪俊影視,100,7,39,41,1990,104(-10),162
115,TKNUC,78,8,116,21,2570,106(-9),160
116,AZにゃん,70,8,136,6,15200,109(-7),159
117,白いの(淫夢),77,24,143,4,5060,99(-18),158
118,クチマン爺,38,6,207,7,3930,110(-8),152
119,タチ中年,74,4,104,4,22400,118(-1),152
120,OGRSYN,53,1,182,2,1240,108(-12),147
121,ア〇ルが変なっちゃった兄貴,88,8,114,1,707,New!!,147
122,筆使いのさとし,116,15,33,2,12200,115(-7),147
123,NRK,54,1,167,6,1750,100(-23),145
124,関東クレーマー,76,4,112,10,2840,107(-17),145
125,ホスト風兄貴,89,1,90,0,8720,111(-14),143
126,金泰均(COAT),54,7,130,11,11900,123(-3),142
127,ひでのオリキャラ,41,6,73,61,3230,116(-11),142
128,タカダキミヒコ,61,9,147,5,1260,113(-15),141
129,マスクド永谷園,53,10,156,5,2520,114(-15),139
130,SKGC,126,5,13,1,2470,246(+116),136
131,OKDYSNR,115,15,17,2,1100,112(-19),127
132,竈門禰豆子(淫夢),48,3,129,9,2970,122(-10),124
133,フリーザ(淫夢),97,4,31,1,7900,527(+394),121
134,奈義(COAT),61,1,5,6,51100,148(+14),121
135,MNR,39,8,136,9,975,119(-16),117
136,のび太(淫夢),60,5,35,0,38900,248(+112),116
137,Toraemon,47,7,134,1,749,165(+28),116
138,イニ義893,47,10,118,6,1980,125(-13),114
139,征矢,70,7,81,0,2320,131(-8),113
140,イカせ隊,59,13,60,0,21400,127(-13),110
141,SIY,89,17,20,10,1120,121(-20),110
142,短髪メガネ野郎(短髪モロ感野郎),37,13,99,0,23300,141(-1),110
143,淫夢厨(淫夢),7,4,194,1,3460,New!!,108
144,野獣母,36,5,136,1,1400,126(-18),106
145,クラウド(淫夢),64,8,72,1,4950,136(-9),106
146,ヘカーティア・ラピスラズリ(淫夢),70,8,68,1,889,138(-8),106
147,還暦の巨根オヤジ,41,2,118,1,3890,140(-7),105
148,乳首モロ感真面目部長,30,7,138,0,4110,128(-20),103
149,強精コンビ,89,10,21,1,1610,133(-16),102
150,佐野恵太,59,7,73,5,857,177(+27),101
151,SKBNK,64,16,70,1,391,130(-21),100
152,テラドン,61,13,59,3,6620,146(-6),100
153,ZUN(淫夢),71,11,44,1,5890,137(-16),100
154,ラブオイル校長,23,3,140,3,3370,135(-19),99
155,TRN,41,6,89,8,559,124(-31),94
156,MYN,55,7,62,7,1030,134(-22),94
157,DKSGNKTI,78,28,25,1,369,120(-37),92
158,4003勝の男,33,6,110,1,1990,143(-15),91
159,ダーク食パンマン,43,11,49,4,18800,511(+352),90
160,NT(ニッタ),18,3,93,1,24000,167(+7),90
161,小森(ゴミ漁りの達人),76,1,15,2,2740,263(+102),88
162,つとむ,56,4,57,1,1760,144(-18),87
163,浣腸芸人,55,13,55,3,1270,153(-10),87
164,ミスターマラ菊,78,6,11,0,1160,142(-22),85
165,まさよしくん,22,1,110,3,2110,151(-14),82
166,バルカン大先輩,62,9,37,0,1230,192(+26),82
167,しみけん,68,1,17,3,1850,191(+24),81
168,平野のどうぞという声にしか反応しない扉,15,1,74,0,29200,513(+345),81
169,大好き氏,11,1,124,1,7110,155(-14),81
170,ITI,43,13,65,1,4250,129(-41),81
171,KBTIT_Jr,45,2,65,0,249,147(-24),78
172,ティーダ(淫夢),49,3,49,0,3670,166(-6),77
173,ウルフ(淫夢),66,11,20,0,206,152(-21),76
174,野獣大先輩,41,9,55,0,7530,164(-10),76
175,ハンガリー舞曲兄貴,56,2,30,0,3180,156(-19),74
176,ダンマー(淫夢),45,11,51,0,449,157(-19),71
177,偽MUR,58,3,20,1,1860,145(-32),71
178,高校生君,67,18,5,0,388,158(-20),70
179,修行兄貴,43,7,35,0,6750,241(+62),67
180,綱太,41,8,43,4,708,149(-31),67
181,迫真先生,39,16,7,1,23200,202(+21),67
182,野獣弟,19,2,40,0,27400,187(+5),66
183,野獣兄,24,6,68,6,2300,162(-21),66
184,悶絶先生,40,1,8,0,22200,196(+12),66
185,テングザル兄貴,24,5,77,1,1700,178(-7),65
186,KYN弟(AKNM),60,11,6,1,620,159(-27),65
187,ブルドックス,36,5,53,1,905,203(+16),64
188,ECZN,34,2,51,4,852,154(-34),64
189,KEN(淫夢),26,1,54,4,7070,181(-8),64
190,MRKM,35,10,49,4,466,160(-30),64
191,第三のいなり男,27,2,64,3,1830,174(-17),64
192,ゆうま(淫夢),44,6,25,4,2900,184(-8),63
193,失礼インタビュアー,38,3,48,0,1090,179(-14),63
194,中山幸一,46,4,32,0,1030,161(-33),63
195,変面20でNKTIDKSGの後に出てくるやつ,47,20,28,1,901,163(-32),63
196,篤太郎さん,35,4,54,0,618,173(-23),63
197,樋口黎,7,0,76,0,17400,180(-17),62
198,MTSMAPNMRKNNSKKR,13,3,90,2,772,186(-12),61
199,島田兄弟,50,15,12,0,4690,170(-29),61
200,ナイナイ岡村,34,3,28,8,4450,182(-18),60
201,初心者のM,45,2,16,3,2460,227(+26),58
202,でこっぱち君,11,0,87,0,3860,171(-31),58
203,たるとのオリキャラ,3,0,12,0,48800,336(+133),58
204,野獣姉,12,3,79,4,2090,168(-36),58
205,二千ドル男,34,5,11,6,10700,188(-17),56
206,杰兄貴,27,4,26,0,15800,201(-5),56
207,IWS,22,4,62,1,1630,169(-38),56
208,だるま親爺,35,7,19,0,8640,233(+25),53
209,バレーボールくん,41,4,20,1,904,183(-26),53
210,新宿調教センター,29,2,36,0,5710,512(+302),53
211,肉体派インタビュアー,26,3,32,0,10200,198(-13),52
212,フィスト大魔王,30,1,35,3,1530,175(-37),52
213,小柄メガネのウケ中年,26,3,48,0,1410,189(-24),51
214,いまきた加藤,34,1,17,0,8750,206(-8),51
215,INUE君,19,3,14,12,12700,214(-1),51
216,MMR部長,14,4,64,0,3860,199(-17),50
217,アクメルくん,35,4,13,2,4520,215(-2),48
218,松田陸,9,3,36,18,1660,190(-28),47
219,木村和輝,1,0,66,0,11200,237(+18),45
220,後ろの木みたいなやつ,28,0,1,1,15000,239(+19),45
221,ついに発掘された男,30,2,26,0,1390,212(-9),44
222,ネス(淫夢),13,4,27,0,17400,230(+8),44
223,サムソン高橋,32,2,16,0,3690,211(-12),44
224,ゴーグル男,4,0,3,0,36800,220(-4),42
225,YMSK,29,1,25,0,329,207(-18),42
226,星(淫夢),20,11,36,0,3380,204(-22),41
227,草薙ケン,20,8,11,0,15200,247(+20),41
228,おフェラ座の怪人,30,3,1,5,5060,213(-15),41
229,レイザー(レスリングシリーズ),28,11,7,2,7030,195(-34),41
230,野獣叔父,17,1,8,0,19500,273(+43),41
231,しんたろう,2,0,2,0,37500,376(+145),41
232,メガデス怪人,24,4,18,1,6390,232(±0),40
233,えいた(淫夢),25,2,7,9,2880,245(+12),40
234,アメリカン兄貴,19,2,41,0,562,514(+280),40
235,由利(淫夢),28,4,9,0,7370,209(-26),40
236,すごい高くて日本じゃ手に入らないバラ,16,3,32,0,7520,236(±0),40
237,ゴーグル先生,9,1,12,0,24500,302(+65),40
238,ホモの兄ちゃん,16,1,3,1,20800,319(+81),39
239,ピカチュウパンツ兄貴,9,1,55,0,2410,194(-45),39
240,横井警備員,13,5,17,1,16400,197(-43),39
241,宮永通世,31,0,13,0,952,222(-19),38
242,商店主,28,5,15,2,935,223(-19),38
243,優人(WEST),5,0,5,2,28500,333(+90),38
244,魂魄妖夢(淫夢),21,0,3,0,14700,251(+7),37
245,ポイズン菊池,25,9,17,3,469,281(+36),37
246,KJM,29,8,13,1,149,193(-53),37
247,副市長,25,3,15,1,3140,200(-47),37
248,しあわせ紳士,23,4,24,0,1580,205(-43),37
249,しゃがれ声,15,2,41,0,957,185(-64),36
250,HMGC,32,5,7,0,601,221(-29),36
251,ともや(淫夢),4,2,5,0,29200,523(+272),36
252,バレー青年,24,3,4,0,9690,508(+256),36
253,カズレーザー(淫夢),21,7,23,0,2900,210(-43),35
254,伸治,25,7,14,0,3270,254(±0),35
255,体育教師(淫夢),10,2,3,0,23500,332(+77),35
256,ダミ声スタッフ,27,1,9,0,2980,217(-39),34
257,拷問親父,17,0,2,0,16200,526(+269),34
258,スカイフィッシュくん,10,2,7,0,20500,301(+43),34
259,こう(淫夢),24,3,15,2,306,218(-41),34
260,櫻井翔(淫夢),16,3,7,0,14300,271(+11),34
261,やりマン兄貴,19,5,10,0,9420,243(-18),33
262,TBS(淫夢),33,15,0,0,213,257(-5),33
263,ASH(淫夢),33,14,0,0,164,258(-5),33
264,野獣従兄弟,20,5,4,0,11100,288(+24),33
265,アキラ(淫夢),29,10,7,0,148,216(-49),33
266,エレファントドアくん,27,1,5,0,2440,328(+62),32
267,OZW,19,1,19,2,908,235(-32),31
268,SUT(淫夢),22,2,18,0,298,229(-39),31
269,仁(ALMAZ),21,0,0,0,10200,327(+58),31
270,スティーブ・ジョブズ(淫夢),19,4,21,0,1330,224(-46),31
271,AMFTTSFNDKTETNKTIBWMTKKKSJNSHF,5,0,50,0,262,New!!,30
272,顔が変な人のついでに発掘された人,3,1,3,0,25600,517(+245),30
273,白豚,22,2,1,2,5200,228(-45),30
274,半泣き男,2,0,14,0,20100,520(+246),29
275,ISHR先生,19,2,12,1,3010,234(-41),29
276,TMBK,19,5,2,0,8790,308(+32),29
277,インラン親爺,13,2,29,0,1070,238(-39),29
278,貴乃信,24,4,5,0,1790,250(-28),28
279,礼二,18,1,10,0,5230,231(-48),28
280,源氏パイ(淫夢),7,0,10,0,16000,315(+35),28
281,りゅうくん,17,1,8,1,5810,242(-39),28
282,i-modeタクヤ君,15,1,2,0,11800,518(+236),28
283,IGRS,27,5,1,0,250,225(-58),28
284,川崎京一,11,1,1,0,16000,521(+237),28
285,昭和天皇の御学友(淫夢),21,8,11,0,697,262(-23),27
286,極道熊,7,2,4,1,17100,358(+72),27
287,KMR(野獣大先輩),15,4,21,0,486,259(-28),26
288,池沼兄貴,8,1,23,0,6400,266(-22),26
289,カズヤ(淫夢),13,6,5,0,10300,515(+226),26
290,茶髪チャラ男(AKNM),22,6,5,1,154,244(-46),26
291,NOBUMASA(淫夢),22,1,5,0,152,252(-39),25
292,ボンバーライオンさん,14,3,10,0,5630,279(-13),25
293,ガン掘リア宮殿,16,0,13,0,1800,256(-37),24
294,ドチンピラ,17,4,14,0,224,253(-41),24
295,渉(淫夢),9,1,3,0,13700,329(+34),24
296,ホモビ戦士,6,0,25,0,5700,284(-12),24
297,しょうこちゃん,5,1,9,1,13500,310(+13),24
298,赤豚,14,0,3,5,2890,300(+2),23
299,イケボスタッフ,20,0,1,0,2800,275(-24),23
300,NITU,13,2,16,1,1150,226(-74),23
301,爆弾岩くん,10,5,25,0,363,255(-46),23
302,18番(淫夢),18,1,9,0,135,219(-83),23
303,モザイク姉貴,13,1,16,1,555,282(-21),23
304,座敷童子(淫夢),16,1,6,0,3270,318(+14),22
305,TTY,18,3,4,0,2050,176(-129),22
306,ユウスケ(淫夢),8,0,2,0,12700,372(+66),22
307,TMNG,7,0,27,0,964,260(-47),21
308,SNJ弟,14,3,10,2,397,276(-32),21
309,ロバートAKYM,5,0,4,0,14200,377(+68),21
310,藤井聡太(淫夢),3,0,14,0,11000,356(+46),21
311,小雪(淫夢),8,0,13,0,6480,316(+5),21
312,GOSEIRED,8,0,1,0,11900,370(+58),20
313,二軍淫夢のエース,13,3,14,0,174,261(-52),20
314,タカシィ,19,6,1,0,154,264(-50),20
315,NT兄,16,0,2,2,636,265(-50),20
316,櫂(ALMAZ),13,1,1,1,5050,292(-24),20
317,義臣,18,2,2,0,279,267(-50),19
318,NKI,15,1,7,0,753,277(-41),19
319,身体大気弱兄,16,1,5,0,699,269(-50),19
320,プリケツブラザーズ,17,12,4,0,119,355(+35),19
321,万太郎,4,1,4,0,12800,393(+72),19
322,近藤P,14,4,9,0,243,280(-42),19
323,フィンランドハーフ兄貴,10,0,4,0,6710,305(-18),19
324,MRKMR,15,6,5,0,1160,289(-35),19
325,修復後のキリスト,13,0,9,0,1070,296(-29),19
326,ウルトラ巨根課長,6,1,21,1,1050,507(+181),19
327,ワッキー(精子舐めがいやらしい),5,2,9,0,9040,366(+39),19
328,ノブアキ(トランペッター),6,1,23,0,919,379(+51),18
329,江島隼人,13,2,9,0,552,380(+51),18
330,玉木修,16,0,2,0,839,509(+179),18
331,優雅(淫夢),17,1,1,0,332,New!!,18
332,極道兄貴,8,0,3,0,8260,330(-2),18
333,YUIC,6,1,9,0,7050,314(-19),18
334,ウェスカー(淫夢),15,0,4,0,459,272(-62),17
335,ART(淫夢),15,0,3,0,901,303(-32),17
336,ドレミー・セーター,11,2,12,0,208,291(-45),17
337,野獣保健医,4,1,7,0,9700,375(+38),17
338,嫉妬男,6,0,3,0,9560,325(-13),17
339,ハヤト先輩,15,4,3,0,263,293(-46),17
340,院長(Fatherless),12,2,7,1,257,294(-46),17
341,文吾,13,0,6,0,730,274(-67),17
342,ズ・ゴオマ・グ(淫夢),9,2,11,0,2130,249(-93),17
343,久保帯人(淫夢),8,0,14,1,574,304(-39),17
344,SYK姉貴,0,0,11,0,11000,360(+16),17
345,ガチデブ系の男,8,1,14,0,1480,New!!,16
346,星の仲間,6,0,4,0,8280,368(+22),16
347,TKUC,4,0,7,0,8600,438(+91),16
348,ソーナノ(淫夢),15,1,1,0,574,290(-58),16
349,ファンキー遠野,8,2,11,1,1340,299(-50),16
350,KBT,5,2,4,1,7820,353(+3),16
351,ヒデ(筋肉黄金期),12,1,2,0,2670,268(-83),16
352,佐久間良雄,12,1,2,0,2660,297(-55),16
353,まもるっ,7,0,4,4,2610,351(-2),16
354,マジメ君のライバル(SP),6,0,5,1,6000,510(+156),16
355,ホワイトマン,14,9,2,0,23,287(-68),15
356,スタッフ中井,11,2,3,0,2350,334(-22),15
357,ルイージ(淫夢),14,1,1,0,153,New!!,15
358,偽遠野,4,1,2,0,9600,391(+33),15
359,豊田力,13,1,3,0,89,283(-76),15
360,ゴロリ(淫夢),13,6,2,0,538,New!!,15
361,望月輝,3,0,0,1,10500,444(+83),15
362,モルダー(淫夢),13,4,2,0,471,295(-67),14
363,イケボ親父,6,0,10,0,3400,350(-13),14
364,OKD(淫夢),14,1,0,0,368,New!!,14
365,外伝君,13,0,2,0,258,New!!,14
366,GONTA,10,5,6,0,1040,278(-88),14
367,NKTIDDKSG,8,0,11,0,519,399(+32),14
368,哲(キックボクサー),6,1,2,0,6980,396(+28),14
369,TDN弟,9,2,7,1,457,286(-83),14
370,無らい,10,1,3,1,1260,313(-57),14
371,堀川雷鼓(淫夢),10,1,6,0,735,352(-19),14
372,K2兄貴,10,1,3,0,2220,335(-37),14
373,OOHT,11,0,3,0,1120,337(-36),14
374,メガデス戦闘員,6,3,0,4,3580,365(-9),14
375,権藤剛,11,0,3,0,842,311(-64),13
376,二章でDRVSのスカウトを断った奴,2,1,14,0,4170,423(+47),13
377,偽軍畑先輩,11,2,1,0,1630,331(-46),13
378,中田(淫夢),12,0,2,0,81,323(-55),13
379,蟲戦士ヘルワーム,4,1,15,1,532,285(-94),13
380,のび太を見捨てたドラえもんシャツ兄貴,8,0,8,0,1010,New!!,13
381,マッチョの弟の兄貴,4,0,4,0,6850,421(+40),13
382,OKB君,8,0,8,0,839,374(-8),13
383,羽生結弦(淫夢),2,0,6,0,7830,447(+64),13
384,灼熱君,5,0,2,0,6510,384(±0),13
385,北関東チャラ男,8,0,6,1,405,309(-76),12
386,QPちゃん,1,0,0,0,11400,492(+106),12
387,教頭(淫夢),7,0,2,0,4370,369(-18),12
388,鈴木実,10,0,4,0,359,298(-90),12
389,バイト君,6,2,2,1,3930,381(-8),12
390,凛汰,5,0,3,0,5240,347(-43),12
391,ピポサルくん,9,1,5,0,213,307(-84),12
392,砂時計君,9,2,1,0,2160,349(-43),12
393,近藤靖浩,10,0,2,0,537,321(-72),12
394,アラブ系スイマー兄貴,4,2,2,0,6520,400(+6),12
395,ピエール瀧(淫夢),8,0,4,0,1490,New!!,11
396,TNKDISK,10,0,2,0,307,324(-72),11
397,MSW(淫夢),9,0,0,0,2250,357(-40),11
398,SRIKNZU(鎮念),8,2,6,0,231,345(-53),11
399,純情スーツ兄貴,6,0,10,0,221,429(+30),11
400,DRVS弟,7,2,1,0,3680,338(-62),11
401,日本男児兄貴,7,2,3,0,2590,364(-37),11
402,どんちゃん(淫夢),9,0,1,0,1560,390(-12),11
403,18才童貞君,5,1,2,0,4790,397(-6),11
404,あたる(淫夢),9,1,3,0,113,New!!,11
405,16番(淫夢),6,1,2,0,3580,New!!,11
406,小籔千豊(淫夢),9,1,2,0,522,441(+35),11
407,田中(迫真先生),10,4,0,0,325,342(-65),10
408,PG66でNKTIDKSGの後に出てくるやつ,5,2,10,0,173,322(-86),10
409,山本ルーカス,9,1,1,0,598,528(+119),10
410,MEGWIN(淫夢),5,0,5,0,2530,339(-71),10
411,クインテットアキラ,8,3,3,0,419,385(-26),10
412,アーウェイ,7,0,5,0,313,326(-86),10
413,YNG(淫夢),9,0,1,0,182,362(-51),10
414,モーモーパンツ兄貴,7,1,5,0,68,386(-28),10
415,真彦(SP),7,5,1,0,1990,367(-48),9
416,道隆(淫夢),7,1,0,2,420,344(-72),9
417,サザンクロス君,7,0,1,0,1720,373(-44),9
418,坂本副機長,8,1,1,0,563,363(-55),9
419,虎寅,6,0,5,0,495,312(-107),9
420,イアン(淫夢),4,2,2,0,3640,431(+11),9
421,楠(淫夢),7,0,3,0,52,371(-50),9
422,Discovery6で野獣先輩の後に出てくるやつ,5,3,6,0,346,522(+100),8
423,TKZW,8,1,0,0,88,340(-83),8
424,INUE,7,0,2,0,71,394(-30),8
425,三又又三(淫夢),6,1,4,0,68,320(-105),8
426,変態親父,2,0,5,0,3550,341(-85),8
427,ねこぢるの校長,3,2,9,0,388,402(-25),8
428,ISI君,7,2,1,0,366,343(-85),8
429,YKB,1,0,11,1,234,317(-112),8
430,gejir@,7,0,1,0,63,449(+19),8
431,宮野真守(淫夢),2,0,3,0,3770,445(+14),7
432,炎獣魔神,2,0,1,0,4750,464(+32),7
433,KMD,4,0,2,0,2190,416(-17),7
434,BROS.,5,0,4,0,148,270(-164),7
435,KTYM,7,1,0,0,80,388(-47),7
436,RYO(淫夢),7,0,0,0,77,354(-82),7
437,花澤香菜(淫夢),5,0,4,0,77,403(-34),7
438,イグニス(淫夢),2,0,10,0,8,411(-27),7
439,MasuoTV(淫夢),2,1,10,0,8,497(+58),7
440,ティッシュ配り命の男っぽい剛史君,2,1,4,0,2950,436(-4),7
441,慎悟,6,1,0,0,880,519(+78),7
442,ネアンデルタール,3,0,6,0,813,412(-30),7
443,TKHS団長,6,3,1,0,264,New!!,7
444,AKB48の秋元才加ファンだというハンサムな太目中年,1,0,11,0,244,378(-66),7
445,飯田ショーフキン,5,0,3,0,80,409(-36),7
446,隆(淫夢),6,0,1,0,61,405(-41),7
447,谷(淫夢),6,0,1,0,60,389(-58),7
448,独眼竜兄貴,6,2,0,0,444,525(+77),6
449,ヨシヒコ(SP),5,0,1,0,804,348(-101),6
450,TDN弟の周りを飛ぶ大きめの虫くん,4,1,3,0,623,427(-23),6
451,YSKN,5,2,2,0,114,359(-92),6
452,山本(迫真先生),6,2,0,0,76,382(-70),6
453,長井大,6,0,0,0,67,414(-39),6
454,MUR父,4,0,2,0,1060,433(-21),6
455,オナニー男,3,1,3,0,1370,361(-94),6
456,吉川シケタ,5,0,1,0,255,395(-61),6
457,加納コーチ,4,1,0,0,1710,424(-33),6
458,OSD,4,1,3,0,176,398(-60),6
459,TKY(淫夢),4,0,3,0,84,407(-52),6
460,ひで(46),1,0,9,0,8,418(-42),6
461,SNY,5,0,0,0,270,524(+63),5
462,手錠男,5,0,0,0,255,404(-58),5
463,MTMTKY,2,1,6,0,91,408(-55),5
464,横井ルイ,4,0,0,0,1070,432(-32),5
465,津田君,3,0,4,0,45,469(+4),5
466,あらた(淫夢),2,0,6,0,8,419(-47),5
467,野中玄太,3,0,1,1,412,387(-80),5
468,UNNNNNBR,4,0,1,0,411,516(+48),5
469,FJNM,4,0,1,0,253,406(-63),5
470,タカノリ(SP),4,0,1,0,242,435(-35),5
471,偽KMR,4,2,1,0,215,462(-9),5
472,黄色パーカー君,3,0,1,1,192,428(-44),5
473,AIZW,4,0,1,0,137,452(-21),5
474,ペガサスSIY,3,1,3,0,58,426(-48),5
475,横原ゴリジュニア,4,0,1,0,10,410(-65),5
476,偽茶髪チャラ男,4,1,1,0,9,440(-36),5
477,ヤマネ(淫夢),2,0,1,0,2000,448(-29),5
478,星条旗兄貴,2,0,3,0,989,454(-24),4
479,OTTK,4,0,0,0,222,New!!,4
480,KWBT(淫夢),3,2,2,0,193,451(-29),4
481,OCBGC,2,0,3,0,678,456(-25),4
482,硝子君,3,0,2,0,154,425(-57),4
483,傘くん,3,0,2,0,124,417(-66),4
484,ケンジィ,4,0,0,0,115,430(-54),4
485,佐々木主任,4,0,0,0,80,439(-46),4
486,辰己(淫夢),4,0,0,0,9,496(+10),4
487,TEPPEI(COAT),2,0,0,0,1970,487(±0),4
488,DB亜種,3,1,1,0,340,413(-75),4
489,ローライズ君,3,0,0,0,751,466(-23),4
490,MSKW,2,0,2,0,615,453(-37),4
491,通過一般人兄貴,1,1,5,0,84,465(-26),4
492,DJ兄貴,3,2,1,0,57,455(-37),4
493,KENTO(COAT),1,0,0,0,2539,493(±0),4
