順位,名前,動画,BB,レス,pixiv,検索,前回,得点
38,KYN,270,29,538,77,42300,36,658
39,ハガー市長(淫夢),403,23,384,42,17700,37,655
40,AOK,462,13,308,13,10400,63,639
41,KBSトリオ,221,16,422,101,42300,40,575
42,ヒゲクマ調教師,150,35,564,44,9310,41,485
43,クルルァ,160,24,171,58,149000,48,453
44,中野くん(淫夢),138,17,351,91,47000,45,452
45,HTN,136,24,441,68,25300,42,450
46,大島薫,214,0,266,78,24700,46,450
47,TRSM,7,3,850,1,9530,43,443
48,剛竜馬,220,23,210,22,44300,47,391
49,HND△,208,15,188,54,30400,54,386
50,超人サイバーZ,129,21,161,54,94300,53,358
51,一般通過爺,147,32,269,40,11700,49,333
52,セミ兄貴,172,6,243,20,18600,52,332
53,第二のいなり男,258,16,72,30,5130,55,329
54,テロップくん,254,38,81,15,10900,44,320
55,我修院(淫夢),106,21,336,22,24300,66,320
56,ホモコップ,216,25,87,17,31900,51,308
57,たると(淫夢),10,1,481,1,55600,61,307
58,軍畑先輩,104,12,228,22,56500,69,297
59,激ハメ爺ちゃん,177,91,177,4,13000,60,283
60,ケツデカ課長,147,11,213,17,9640,59,280
61,GTさん,214,7,89,11,10100,50,280
62,山崎まさゆき,117,5,265,11,17000,58,278
63,TKGW,104,11,221,14,45400,76,274
64,関西チャラ男,114,25,208,33,13700,65,265
65,KN(淫夢),190,17,112,2,15300,175,263
66,チョコボール向井,227,21,43,4,3420,71,256
67,敏感ふとまら君,113,14,239,10,12200,64,255
68,野獣邸,94,9,206,15,40800,-,253
69,OGMM,94,16,253,18,11500,67,250
70,島田部長,172,20,110,6,10100,78,243
71,健介,209,4,3,2,30100,62,243
72,POPO,94,5,155,3,66900,74,241
73,閉廷おじさん,68,4,247,12,36800,75,240
74,まひろ(淫夢),72,7,217,6,45500,86,232
75,いなり男,130,16,23,34,54500,56,230
76,SGW,129,11,62,32,37000,80,229
77,SGCN(淫夢),24,3,397,2,3870,70,228
78,野獣父,127,10,141,11,18800,73,227
79,顔が変な人,61,23,186,3,69500,-,227
80,ポルターガイストくん,72,7,241,7,25300,77,225
81,うま味紳士,51,0,162,83,8490,68,223
82,北浦京子,52,5,308,12,3130,72,221
83,鈴木(淫夢),192,24,25,0,2060,81,207
84,ホリ・トオル,101,13,113,18,24400,83,200
85,赤城武雄,122,2,18,61,5170,85,197
86,OOESNR,121,15,117,2,13800,79,195
87,肉丸,105,25,128,7,18500,90,195
88,糸引きおじさん,128,21,109,3,5710,93,191
89,NSOK,102,22,108,16,16300,82,188
90,ポイテーロ,57,4,175,18,17900,89,180
91,関東チャラ男,93,39,152,4,3950,116,177
92,一転攻勢(シャブラサレータ),87,9,134,7,15500,88,177
93,観葉植物くん,105,5,107,13,3530,92,175
94,だいちくん,135,14,51,0,14500,91,175
95,しみけん,128,0,11,6,35400,84,175
96,関東クレーマー,77,5,92,2,47900,107,173
97,植木鉢くん,127,5,57,4,11300,94,171
98,豪俊影視,104,6,36,43,5740,87,171
99,KMRスタッフ,154,3,6,0,3720,57,161
100,DRVS,79,21,86,21,16000,97,159
101,クチマン爺,35,6,183,10,18200,100,155
102,白いの(淫夢),72,24,139,4,8810,101,154
103,NRK,53,1,154,6,13700,95,150
104,コブラ三木谷,100,14,73,1,11100,104,149
105,TKNUC,57,11,103,18,20100,102,147
106,EMT(淫夢),83,5,112,3,1160,96,143
107,AZにゃん,72,11,112,7,6910,99,142
108,OGRSYN,51,2,154,3,10900,98,142
109,昭和天皇(淫夢),95,20,81,0,5400,127,141
110,タチ中年,78,10,72,5,11600,106,131
111,タカダキミヒコ,48,8,129,6,11200,103,130
112,クラウド(淫夢),94,9,60,1,3370,129,128
113,ひでのオリキャラ,31,3,61,58,7740,105,127
114,ホスト風兄貴,81,3,87,0,932,176,125
115,OKDYSNR,107,22,16,1,6880,108,123
116,MNR,34,5,129,7,15100,112,121
117,SIY,90,18,15,7,12200,113,117
118,ITI,40,11,60,1,44200,126,115
119,金泰均(COAT),42,7,118,9,5130,110,115
120,マスクド永谷園,49,7,98,5,10200,111,113
121,筆使いのさとし,94,5,14,2,8680,134,112
122,イニ義893,32,4,106,8,14600,124,108
123,TRN,40,7,88,9,9730,119,103
124,DKSGNKTI,88,27,22,1,1080,114,101
125,野獣母,34,4,121,0,6200,117,101
126,MYN,44,8,58,9,16600,115,99
127,SKBNK,60,14,66,0,3300,131,96
128,ラブオイル校長,23,3,119,1,12000,177,96
129,Discovery10で野獣に掘られたやつ(淫夢),27,15,127,0,2650,160,93
130,乳首モロ感真面目部長,32,4,116,0,2810,118,93
131,イカせ隊,54,6,53,0,8530,121,89
132,こぐま部長,58,16,40,0,11000,122,89
133,短髪メガネ野郎(短髪モロ感野郎),39,12,81,1,4480,120,85
134,真崎航,22,1,22,41,10900,123,85
135,ヘカーティア・ラピスラズリ(淫夢),57,9,44,0,750,159,80
136,まさよしくん,20,1,103,2,5640,125,79
137,浣腸芸人,48,11,50,2,3230,142,78
138,HRNR(淫夢),70,9,15,0,726,199,78
139,4003勝の男,31,7,84,1,2850,128,77
140,竈門禰豆子(淫夢),35,2,70,4,2660,-,77
141,つとむ,47,5,45,1,5150,139,76
142,偽MUR,57,1,20,0,7260,140,74
143,変態郵便屋,51,5,24,7,3480,145,73
144,NT(ニッタ),14,3,86,3,13000,109,73
145,MRKM,39,11,46,1,7610,133,71
146,征矢,60,6,9,0,5870,143,70
147,KBTIT_Jr,41,1,50,0,973,141,67
148,奈義(COAT),50,0,5,9,4660,136,66
149,大好き氏,19,1,73,2,8300,162,66
150,ECZN,32,2,46,5,4600,137,65
151,KYN弟(AKNM),58,10,6,1,2080,130,64
152,ZUN(淫夢),48,9,22,0,3220,148,62
153,ミスターマラ菊,58,5,6,0,727,151,62
154,強精コンビ,52,11,15,0,1070,183,61
155,ダンマー(淫夢),38,8,40,0,2450,144,60
156,ウルフ(淫夢),48,7,18,0,1790,149,59
157,野獣兄,16,5,66,3,6750,132,59
158,島田兄弟,49,21,12,0,2610,146,58
159,椅子くん,33,2,32,0,7840,138,57
160,テラドン,35,6,16,3,10600,158,57
161,INUE,39,3,1,0,16900,135,56
162,ホモの兄ちゃん,10,1,52,1,18300,182,55
163,フィスト大魔王,31,1,33,3,4060,156,55
164,ナイナイ岡村,27,2,17,6,12200,180,54
165,IWS,15,5,60,3,5130,157,53
166,中山幸一,41,3,20,0,1470,190,52
167,KEN(淫夢),21,1,49,0,6250,150,52
168,変面20でNKTIDKSGの後に出てくるやつ,41,30,16,1,1550,153,52
169,でこっぱち君,8,0,84,0,1340,154,51
170,野獣姉,9,1,72,0,6010,152,51
171,テングザル兄貴,12,2,38,1,17600,226,50
172,アクメルくん,10,3,32,15,8380,165,49
173,KJM,34,7,13,1,7680,161,49
174,篤太郎さん,27,2,38,0,2790,163,49
175,HGC,6,0,68,0,8000,174,48
176,野獣弟,23,2,39,0,5200,164,48
177,ハンガリー舞曲兄貴,41,2,11,0,981,263,47
178,野獣大先輩,27,9,26,0,6340,181,46
179,INUE君,22,3,13,12,5060,166,46
180,失礼インタビュアー,38,3,13,0,844,185,45
181,バレーボールくん,32,2,20,2,825,173,45
182,綱太,28,2,22,1,4250,191,44
183,しゃがれ声,22,2,38,0,2600,169,44
184,還暦の巨根オヤジ,28,1,26,0,2600,178,44
185,小柄メガネのウケ中年,21,3,39,1,1840,170,43
186,MMR部長,11,2,58,0,2480,171,42
187,ブルドックス,14,3,45,1,4690,167,42
188,佐野恵太,10,7,61,0,763,172,41
189,おフェラ座の怪人,35,11,6,1,1300,168,40
190,二千ドル男,28,4,11,6,766,147,40
191,ゴーグル男,21,1,25,1,5620,188,40
192,肉体派インタビュアー,25,3,28,0,641,155,40
193,松田陸,2,0,66,3,664,186,39
194,サムソン高橋,1,0,1,0,36600,434,38
195,迫真先生,29,13,6,1,5030,184,38
196,ゆうま(淫夢),30,8,5,3,719,247,36
197,しあわせ紳士,20,2,17,0,7330,200,36
198,MTSMAPNMRKNNSKKR,9,3,43,0,4990,232,35
199,副市長,24,3,12,1,3770,187,35
200,池沼兄貴,15,1,17,0,11100,217,35
201,ティーダ(淫夢),27,1,12,0,1160,193,34
202,アキラ(淫夢),29,10,6,0,1950,202,34
203,杰兄貴,21,3,23,0,1350,-,34
204,悶絶先生,30,1,5,0,1300,196,34
205,バイトの人,1,1,2,0,31800,431,34
206,YMSK,17,11,27,0,2980,194,33
207,いまきた加藤,22,1,14,0,3620,179,33
208,ついに発掘された男,15,4,24,0,5530,189,33
209,横井警備員,24,0,8,0,4250,216,32
210,ネス(淫夢),24,2,13,0,828,213,31
211,ISHR先生,21,1,9,1,4750,208,31
212,第三のいなり男,15,1,24,0,3750,239,31
213,高校生君,28,9,2,0,1210,300,30
214,SUT(淫夢),21,1,17,0,297,209,30
215,礼二,19,1,6,0,6860,218,29
216,NITU,10,2,13,1,11100,233,29
217,バイト君,17,2,2,0,11550,272,29
218,IGRS,27,5,1,0,807,192,28
219,しんたろう,20,4,9,0,3720,206,28
220,カズレーザー(淫夢),19,4,14,0,1370,-,27
221,TTY,25,3,4,0,301,195,27
222,木村和輝,25,0,1,1,552,201,27
223,宮永通世,18,6,9,2,2480,220,27
224,森林原人,13,0,14,1,5880,204,27
225,ドチンピラ,18,8,6,0,5840,211,27
226,インラン親爺,13,2,23,0,2000,224,27
227,スティーブ・ジョブズ(淫夢),16,4,17,0,1760,215,26
228,やりマン兄貴,18,5,9,0,3500,228,26
229,KBT,14,1,0,0,12000,235,26
230,茶髪チャラ男(AKNM),22,6,5,1,238,198,26
231,後ろの木みたいなやつ,13,1,15,0,5080,197,26
232,りゅうくん,17,1,5,1,5000,222,26
233,草薙ケン,22,2,1,2,953,205,25
234,OZW,20,1,5,0,2760,212,25
235,だるま親爺,14,2,14,0,3990,207,25
236,由利(淫夢),11,1,27,0,244,203,25
237,こう(淫夢),16,1,13,1,1160,223,25
238,文吾,19,3,1,0,4830,225,24
239,アメリカン兄貴,19,3,6,1,917,249,24
240,優人(WEST),22,0,3,0,247,234,24
241,ダミ声スタッフ,21,1,4,0,611,231,24
242,TMNG,7,0,26,0,2740,256,23
243,KMD,19,0,2,0,2720,219,23
244,ピカチュウパンツ兄貴,15,5,12,1,719,229,23
245,爆弾岩くん,11,5,20,0,1290,230,22
246,万太郎,15,4,4,0,4890,264,22
247,修行兄貴,11,2,19,0,792,-,21
248,ウルトラ巨根課長,5,2,6,0,13000,336,21
249,貴乃信,17,2,2,0,2390,285,20
250,HMGC,17,4,4,0,1360,255,20
251,ガン掘リア宮殿,15,10,10,0,281,-,20
252,SKGC,15,5,5,1,1550,258,20
253,NT兄,15,0,2,1,2890,227,20
254,タカシィ,17,6,1,0,2030,210,20
255,NKI,15,1,4,0,2440,243,19
256,二軍淫夢のエース,12,3,10,0,2210,214,19
257,GONTA,13,5,6,0,3190,236,19
258,KMR(野獣大先輩),12,4,12,0,759,246,19
259,18番(淫夢),16,1,5,0,226,242,19
260,メガデス怪人,10,2,3,6,748,241,18
261,NOBUMASA(淫夢),16,1,4,0,207,240,18
262,マジメ君のライバル(SP),15,9,2,0,2090,237,18
263,SNJ弟,12,2,10,0,702,244,18
264,蟲戦士ヘルワーム,7,0,15,1,1920,248,17
265,義臣,14,2,2,0,2330,238,17
266,星(淫夢),12,5,7,0,1730,250,17
267,小森(ゴミ漁りの達人),11,1,7,2,205,265,17
268,モザイク姉貴,9,1,13,0,932,283,16
269,ボンバーライオンさん,12,1,6,0,966,261,16
270,伸治,9,3,2,0,5940,338,16
271,櫻井翔(淫夢),13,2,5,0,267,269,16
272,変態親父,6,0,2,0,8530,280,16
273,鈴木実,13,0,3,0,999,259,15
274,モルダー(淫夢),14,4,2,0,149,303,15
275,TMBK,13,5,2,0,417,262,14
276,山本竜二,12,0,2,0,1030,351,14
277,YUIC,13,0,1,0,484,266,14
278,佐久間良雄,8,0,2,4,692,275,14
279,嫉妬男,10,4,3,0,2140,260,14
280,近藤P,12,0,2,0,470,287,13
281,MRKMR,9,0,8,0,273,245,13
282,虎寅,11,0,3,0,729,278,13
283,ウェスカー(淫夢),11,1,3,0,447,257,13
284,TKUC,11,1,0,0,1840,293,13
285,レイザー(レスリングシリーズ),11,1,3,0,183,282,13
286,メガデス戦闘員,8,4,0,3,1630,270,13
287,櫂(ALMAZ),11,0,1,1,123,295,13
288,フィンランドハーフ兄貴,10,4,4,0,605,-,13
289,ソーナノ(淫夢),8,2,8,0,519,304,13
290,ポイズン菊池,8,2,8,0,286,354,12
291,しょうこちゃん,4,1,6,0,5180,315,12
292,TNKDISK,9,0,2,0,2070,292,12
293,ヒデ(筋肉黄金期),11,1,2,0,10,325,12
294,無らい,10,1,0,1,835,277,12
295,極道兄貴,8,2,4,0,1770,296,12
296,アーウェイ,10,1,3,0,147,-,12
297,YKB,3,0,8,0,4600,314,12
298,仁(ALMAZ),11,0,1,0,78,321,12
299,たるとのオリキャラ,3,0,12,1,1260,284,11
300,商店主,5,0,2,2,3200,311,11
301,体育教師(淫夢),9,1,3,0,168,310,11
302,スカイフィッシュくん,7,1,5,0,1160,289,11
303,ピポサルくん,9,1,2,0,649,286,11
304,PG66でNKTIDKSGの後に出てくるやつ,5,2,9,0,1080,268,11
305,スタッフ中井,9,0,2,0,466,302,10
306,SRIKNZU(鎮念),8,2,4,0,455,318,10
307,豊田力,10,1,0,0,289,305,10
308,ズ・ゴオマ・グ(淫夢),6,0,6,1,227,252,10
309,オナニー男,3,1,1,0,6670,254,10
310,TDN弟,6,2,5,1,670,436,10
311,すごい高くて日本じゃ手に入らないバラ,6,1,6,0,1120,290,10
312,院長(Fatherless),7,0,5,0,289,357,10
313,K2兄貴,9,0,0,0,777,294,10
314,渉(淫夢),9,1,1,0,189,306,10
315,優雅(淫夢),9,0,1,0,91,-,10
316,極道熊,6,0,3,1,1010,307,10
317,砂時計君,8,2,0,0,1430,273,9
318,中田(淫夢),8,1,2,0,117,316,9
319,MSW(淫夢),9,0,0,0,66,271,9
320,偽軍畑先輩,7,1,1,0,1550,301,9
321,田中(迫真先生),9,4,0,0,10,308,9
322,ドレミー・セーター,5,1,7,0,118,371,9
323,ファンキー遠野,6,2,4,0,611,332,9
324,藤井聡太(淫夢),2,0,13,0,108,348,9
325,GOSEIRED,6,0,1,1,961,313,8
326,AKB48の秋元才加ファンだというハンサムな太目中年,3,0,10,0,354,330,8
327,18才童貞君,5,1,2,0,2340,322,8
328,のび太(淫夢),4,3,6,0,1270,-,8
329,ハヤト先輩,8,2,0,0,192,-,8
330,マッチョの弟の兄貴,3,0,3,0,3620,309,8
331,源氏パイ(淫夢),4,1,8,0,113,339,8
332,イケボ親父,6,0,2,0,1110,370,8
333,YSKN,7,2,0,0,1100,323,8
334,ART(淫夢),8,2,0,0,61,251,8
335,野獣保健医,6,0,3,0,393,324,8
336,TKZW,7,1,0,0,836,299,8
337,KTYM,7,0,0,0,751,350,8
338,教頭(淫夢),7,0,1,0,186,319,8
339,身体大気弱兄,7,5,0,0,684,267,8
340,DRVS弟,7,2,0,0,682,327,8
341,近藤靖浩,7,0,1,0,151,333,8
342,ユウスケ(淫夢),7,0,1,0,46,312,8
343,権藤剛,6,0,2,0,539,317,8
344,真彦(SP),7,5,1,0,30,297,8
345,日本男児兄貴,6,2,2,0,530,326,8
346,ガチデブ系の男,4,1,4,0,1500,356,8
347,楠(淫夢),6,0,2,0,278,334,7
348,三又又三(淫夢),6,0,2,0,193,367,7
349,北関東チャラ男,5,0,3,0,622,340,7
350,谷(淫夢),7,0,0,0,79,369,7
351,RYO(淫夢),7,0,0,0,74,-,7
352,MEGWIN(淫夢),4,0,5,0,541,328,7
353,サザンクロス君,6,0,1,0,444,331,7
354,灼熱君,5,0,2,0,886,298,7
355,野中玄太,6,0,1,0,290,337,7
356,坂本副機長,6,1,1,0,239,353,7
357,イケボスタッフ,6,0,0,0,652,291,7
358,ワッキー(精子舐めがいやらしい),6,1,1,0,58,320,7
359,傘くん,5,0,2,0,391,329,6
360,YNG(淫夢),6,0,0,0,156,345,6
361,OKB君,4,0,3,0,638,392,6
362,小雪(淫夢),3,0,5,0,630,403,6
363,偽遠野,5,0,1,0,484,363,6
364,凛汰,5,0,1,0,177,424,6
365,花澤香菜(淫夢),5,1,1,0,95,373,6
366,BROS.,5,0,1,0,70,253,6
367,哲(キックボクサー),5,0,1,0,70,358,6
368,手錠男,5,0,0,0,429,365,5
369,長井大,5,0,0,0,136,347,5
370,佐藤翔太,5,0,0,0,132,342,5
371,二章でDRVSのスカウトを断った奴,1,1,8,0,123,352,5
372,ヨシヒコ(SP),5,0,0,0,103,343,5
373,横原ゴリジュニア,5,0,0,0,73,346,5
374,ISI君,3,0,1,0,1570,372,5
375,ねこぢるの校長,1,0,6,0,1070,446,5
376,アラブ系スイマー兄貴,4,2,1,0,545,376,5
377,山本(迫真先生),5,2,0,0,9,344,5
378,プリケツブラザーズ,3,1,3,0,411,335,5
379,堀川雷鼓(淫夢),3,1,3,0,364,274,5
380,MTMTKY,2,1,5,0,307,405,5
381,TKY(淫夢),3,0,3,0,124,362,5
382,どんちゃん(淫夢),4,0,1,0,106,374,5
383,ペガサスSIY,3,1,3,0,99,360,5
384,吉川シケタ,4,0,1,0,43,355,5
385,ネアンデルタール,1,0,1,0,3040,361,5
386,イアン(淫夢),4,2,1,0,8,432,5
387,横井ルイ,4,0,0,0,374,377,4
388,DJ兄貴,4,2,0,0,144,394,4
389,黄色パーカー君,2,0,1,1,613,276,4
390,幻の15人目,0,0,2,0,2840,417,4
391,FJNM,3,0,0,0,831,364,4
392,KGR,3,0,0,0,770,279,4
393,ティッシュ配り命の男っぽい剛史君,2,1,3,0,111,384,4
394,石川(淫夢),3,1,1,0,102,409,4
395,gejir@,3,0,1,0,88,397,4
396,イグニス(淫夢),2,0,3,0,84,385,4
397,隆(淫夢),3,0,1,0,63,359,4
398,KWBT(淫夢),3,2,1,0,60,389,4
399,モーモーパンツ兄貴,3,0,1,0,60,-,4
400,星の仲間,1,0,5,0,12,388,4
401,野獣叔父,2,0,2,0,474,390,3
402,元祖野獣,2,1,2,0,439,404,3
403,加納コーチ,3,1,0,0,397,366,3
404,MSKW,2,0,1,0,843,399,3
405,OCBGC,2,0,2,0,248,383,3
406,ケンジィ,3,0,0,0,233,288,3
407,AIZW,3,0,0,0,214,396,3
408,MUR兄,1,0,2,1,163,421,3
409,ロバートAKYM,2,0,2,0,129,395,3
410,望月輝,3,0,0,0,127,400,3
411,吉永透(SP),1,1,4,0,71,398,3
412,タカノリ(SP),3,0,0,0,43,380,3
413,道隆(淫夢),3,0,0,0,43,-,3
414,クラウド(COAT),2,0,0,0,1030,416,3
415,INUEの同級生,3,0,0,0,10,375,3
416,硝子君,2,0,0,0,998,378,3
417,飯田ショーフキン,2,0,1,0,300,439,3
418,MRSK,2,0,0,0,783,406,3
419,久保帯人(淫夢),2,0,1,0,191,435,3
420,野獣社員,1,0,3,0,163,427,3
421,通過一般人兄貴,1,1,3,0,118,423,3
422,ヤマネ(淫夢),2,0,1,0,99,381,3
423,YSDKN,2,1,1,0,66,410,3
424,PG59メインモデル,2,1,0,0,419,382,2
425,DB亜種,2,0,0,0,391,413,2
426,ガテン系子持ち兄貴,2,0,0,0,386,419,2
427,金子君,2,0,0,0,373,426,2
428,オモチャ大好きサーファーBOY,2,2,0,0,365,393,2
429,炎獣魔神,2,0,0,0,346,341,2
430,勇武(COAT),2,0,0,0,228,414,2
431,石川太陽,1,0,1,0,708,401,2
432,羽生結弦(淫夢),1,0,2,0,177,407,2
433,ひで(46),0,0,4,0,126,408,2
434,山本優心,2,0,0,0,120,429,2
435,あらた(淫夢),2,0,0,0,79,461,2
436,八神蒼介,1,0,2,0,78,412,2
437,TDN弟の周りを飛ぶ大きめの虫くん,1,1,2,0,6,-,2
438,こんなウブそうな男の子,1,0,1,0,503,418,2
439,ローライズ君,1,0,0,0,897,433,2
440,爽やか若リーマン君,1,0,1,0,383,402,2
441,MUR父,1,0,1,0,303,447,2
442,ユウ君,1,0,0,0,798,391,2
443,通過一般自転車兄貴,1,0,1,0,114,438,2
444,クインテットアキラ,1,0,0,0,600,-,2
445,メガデス白衣戦闘員,1,0,1,0,96,386,2
446,グラサン男(SP),1,0,1,0,68,387,2
447,今どきのドレッドくん,1,1,1,0,60,440,2
448,KMR(野獣叔父),1,0,1,0,9,443,2
449,YKYM(KNJN∞),1,0,1,0,7,444,2
450,津田君,0,0,2,0,439,379,1
451,橋本拓哉,1,0,0,0,398,459,1
452,ホモビ戦士,1,0,0,0,382,445,1
453,偽AKYS,1,0,0,0,379,415,1
454,星条旗兄貴,0,0,2,0,359,442,1
455,ボンバーARKW,1,0,0,0,301,448,1
456,四人目の患者,1,0,0,0,300,450,1
457,純情スーツ兄貴,1,0,0,0,216,425,1
458,宮野真守(淫夢),0,0,2,0,149,368,1
459,KENTO(COAT),1,0,0,0,103,422,1
460,誠司(COAT),1,0,0,0,84,428,1
461,TEPPEI(COAT),1,0,0,0,69,430,1
462,雄生(COAT),1,0,0,0,41,454,1
463,赤色コート君,0,0,0,1,9,411,1
464,覗かれたMの部屋の覗いてくるやつ,0,0,2,0,9,441,1
465,清田(淫夢),1,0,0,0,8,456,1
466,野生派ハンサム青年達彦,1,0,0,0,7,458,1
467,色違いネクデカパンツ兄貴,0,0,1,0,322,457,1
468,なだぎ武(ピース太郎),0,0,1,0,8,437,1
469,鈴木ツトム,0,0,0,0,461,449,0
470,ユウジさん,0,0,0,0,429,420,0
471,QPちゃん,0,0,0,0,99,452,0
472,アキオ(SP),0,0,0,0,19,349,0
473,山崎(SP),0,0,0,0,7,455,0
474,吉永透のストーカー,0,0,0,0,6,453,0
475,遥亮(COAT),0,0,0,0,5,460,0
476,超あきら,0,0,0,0,272,451,0
